"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio","power_unadj","power_adj","typeierror_unadj","typeierror_adj"
"2160",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,0.147945620308469,0.0213027949505517,-0.000687186933888765,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147945620308469,0.0213027949505517,-0.000687186933888765,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0.2,3,3,71,1,0.8175,0.801,0.0515,0.0435
"2171",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999221,0.3,0.29999999999965,0.6,"sine",0.2,0.171829825355316,0.00523339569610099,NA,-1.6125554458343,0.0252619652088925,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.171829825355316,0.00523339569610099,NA,-1.6125554458343,0.0252619652088925,NA,1.3,1.29999999999221,0.3,0.29999999999965,0.6,"sine",0.2,2,2,58,1,0.8,0.788,0.052,0.044
"2173",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,0.262364264467491,NA,NA,-1.6125554458343,0.0252619652088925,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.6125554458343,0.0252619652088925,NA,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,1,2,51,1,0.8255,0.8155,0.049,0.0425
"2174",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,0.262364264467491,0,NA,-1.6125554458343,0.0252619652088925,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.6125554458343,0.0252619652088925,NA,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,2,2,62,1,0.8145,0.7985,0.046,0.042
"2177",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,0.356871579209701,-0.00559067748109193,NA,-1.6125554458343,0.0252619652088925,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.356871579209701,-0.00559067748109193,NA,-1.6125554458343,0.0252619652088925,NA,1.3,1.3,0.3,0.29999999999965,0.6,"sine",0.2,2,2,63,1,0.825,0.8125,0.055,0.049
"2180",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999487,0.3,0.299999999999006,0.6,"sine",0.2,0.178970394820136,0.00545087496914121,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.178970394820136,0.00545087496914121,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.29999999999487,0.3,0.299999999999006,0.6,"sine",0.2,2,3,60,1,0.815,0.799,0.0435,0.039
"2181",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.377035160688283,-0.0240722697633298,0.000776524831075155,-0.695455868787603,-0.100139184512866,0.00323029627460857,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377035160688283,-0.0240722697633298,0.000776524831075155,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,3,3,63,1,0.834,0.812,0.0535,0.045
"2182",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.262364264467491,NA,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,1,3,50,1,0.8155,0.7985,0.0625,0.057
"2183",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.262364264467491,0,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,2,3,62,1,0.801,0.7825,0.038,0.0345
"2184",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.262364264467491,0,0,-0.695455868787603,-0.100139184512866,0.00323029627460857,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,3,3,70,1,0.7845,0.768,0.052,0.045
"2186",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999338,0.3,0.299999999999006,0.6,"sine",0.2,0.341630533588422,-0.00535191436430948,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.341630533588422,-0.00535191436430948,NA,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.29999999999338,0.3,0.299999999999006,0.6,"sine",0.2,2,3,59,1,0.805,0.7915,0.054,0.0485
"2187",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,0.154047106693637,0.022181352308896,-0.000715527493835355,-0.695455868787603,-0.100139184512866,0.00323029627460857,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.154047106693637,0.022181352308896,-0.000715527493835355,-0.695455868787603,-0.100139184512866,0.00323029627460857,1.3,1.3,0.3,0.299999999999006,0.6,"sine",0.2,3,3,71,1,0.808,0.7925,0.0475,0.042
"2279",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.2999999999951,0.3,0.299999999999943,0.6,"linear",-0.2,0.177745374423185,0.00541356470324423,NA,-0.804057142809468,-0.0244890500348061,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.177056942059422,0.00539259722008391,NA,-0.801094476438684,-0.0243988165412797,NA,1.3,1.29999999999484,0.3,0.299999999999956,0.545454545454545,"linear",-0.2,2,2,69,1.1,0.848,0.8365,0.0475,0.042
"2281",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",-0.2,0.262364264467491,NA,NA,-0.804057142809468,-0.0244890500348061,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.801094476438684,-0.0243988165412797,NA,1.3,1.3,0.3,0.299999999999956,0.545454545454545,"linear",-0.2,1,2,56,1.1,0.8455,0.8325,0.0525,0.0475
"2282",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999943,0.6,"linear",-0.2,0.262364264467491,0,NA,-0.804057142809468,-0.0244890500348061,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.801094476438684,-0.0243988165412797,NA,1.3,1.3,0.3,0.299999999999956,0.545454545454545,"linear",-0.2,2,2,68,1.1,0.8555,0.845,0.0475,0.0435
"2285",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.2999999999949,0.3,0.299999999999943,0.6,"linear",-0.2,0.344596075739081,-0.00539837194369318,NA,-0.804057142809468,-0.0244890500348061,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.345948046642892,-0.00541955164453617,NA,-0.801094476438684,-0.0243988165412797,NA,1.3,1.29999999999518,0.3,0.299999999999956,0.545454545454545,"linear",-0.2,2,2,63,1.1,0.8515,0.8405,0.06,0.056
"2288",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999364,0.3,0.300000000000103,0.6,"linear",-0.2,0.1728238407064,0.00526367027532183,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.172358412805853,0.00524949480626963,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999341,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,2,3,68,1.1,0.8515,0.84,0.0485,0.04
"2289",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.416209331636903,-0.0265733924944526,0.000857206209498471,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.000857206209498471,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,3,3,78,1.1,0.8655,0.845,0.039,0.0355
"2290",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,1,3,55,1.1,0.8475,0.835,0.059,0.054
"2291",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,2,3,68,1.1,0.852,0.8405,0.0485,0.04
"2292",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,3,3,77,1.1,0.858,0.8435,0.0475,0.042
"2294",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",-0.2,0.355327936071764,-0.0055664950820642,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.356361014412998,-0.00558267907696603,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,2,3,66,1.1,0.851,0.8345,0.048,0.044
"2295",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"linear",-0.2,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257482,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.545454545454545,"linear",-0.2,3,3,73,1.1,0.8495,0.842,0.0415,0.0345
"2299",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.545454545454545,"linear",-0.2,1,1,57,1.1,0.854,0.846,0.048,0.044
"2306",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",-0.2,0.171453549663017,0.00522193552273149,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.170875653286365,0.00520433461785884,NA,-1.20397280432593,0,NA,1.3,1.29999999999167,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,2,2,68,1.1,0.85,0.839,0.042,0.039
"2308",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,1,2,57,1.1,0.852,0.8445,0.0475,0.043
"2309",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,2,2,70,1.1,0.8445,0.8375,0.0445,0.0355
"2312",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.357751578690776,-0.00560446337374584,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.359079753510705,-0.00562527028998494,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,2,2,68,1.1,0.8575,0.8445,0.042,0.039
"2315",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999201,0.3,0.300000000000001,0.6,"linear",-0.2,0.171453549663017,0.00522193552273149,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.170875653286365,0.00520433461785884,NA,-1.20397280432593,0,0,1.3,1.29999999999167,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,2,3,68,1.1,0.8505,0.8375,0.0425,0.0395
"2316",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.395553978131988,-0.0252546262533424,0.000814665363011044,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,3,3,77,1.1,0.8525,0.8335,0.0455,0.0385
"2317",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,1,3,57,1.1,0.8505,0.8435,0.048,0.042
"2318",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,2,3,70,1.1,0.845,0.8345,0.0455,0.0365
"2319",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,3,3,80,1.1,0.853,0.8405,0.045,0.0395
"2321",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.357751578690776,-0.00560446337374584,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.359079753510705,-0.00562527028998494,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,2,3,68,1.1,0.8585,0.845,0.0425,0.0395
"2322",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",-0.2,0.147809524080581,0.0212831983580321,-0.000686554785742972,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.147809524080581,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.545454545454545,"linear",-0.2,3,3,78,1.1,0.854,0.8375,0.046,0.038
"2333",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",-0.2,0.165496074770097,0.00504048958690652,NA,-1.68229096946365,0.0263544277200572,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.165002194005887,0.00502544753317422,NA,-1.68842718626039,0.0264505564427215,NA,1.3,1.29999999998703,0.3,0.29999999999781,0.545454545454545,"linear",-0.2,2,2,64,1.1,0.851,0.842,0.0555,0.045
"2335",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",-0.2,0.262364264467491,NA,NA,-1.68229096946365,0.0263544277200572,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.68842718626039,0.0264505564427215,NA,1.3,1.3,0.3,0.29999999999781,0.545454545454545,"linear",-0.2,1,2,56,1.1,0.8485,0.8395,0.0525,0.046
"2336",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",-0.2,0.262364264467491,0,NA,-1.68229096946365,0.0263544277200572,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.68842718626039,0.0264505564427215,NA,1.3,1.3,0.3,0.29999999999781,0.545454545454545,"linear",-0.2,2,2,68,1.1,0.8425,0.834,0.0455,0.0405
"2339",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",-0.2,0.372363821053877,-0.00583337578674481,NA,-1.68229096946365,0.0263544277200572,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.373696738544793,-0.00585425700070171,NA,-1.68842718626039,0.0264505564427215,NA,1.3,1.3,0.3,0.29999999999781,0.545454545454545,"linear",-0.2,2,2,69,1.1,0.841,0.8315,0.0405,0.037
"2342",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999014,0.3,0.299999999999047,0.6,"linear",-0.2,0.170146156262604,0.00518211643439404,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.169463015992454,0.00516131013174986,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999998966,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,2,3,65,1.1,0.8655,0.8505,0.048,0.0435
"2343",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.377504039146773,-0.0241022058804771,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,3,3,69,1.1,0.853,0.838,0.0435,0.0385
"2344",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,1,3,55,1.1,0.8405,0.8275,0.06,0.053
"2345",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,2,3,69,1.1,0.86,0.845,0.049,0.0425
"2346",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,3,3,77,1.1,0.8565,0.843,0.0415,0.0345
"2348",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.360140370838448,-0.00564188570504096,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.361764263396036,-0.00566732527513372,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,2,3,66,1.1,0.842,0.826,0.0515,0.043
"2349",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",-0.2,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.153872550406729,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999048,0.545454545454545,"linear",-0.2,3,3,78,1.1,0.853,0.8345,0.046,0.0395
"2360",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999655,0.6,"sine",-0.2,0.183489759400185,0.00558852059086858,NA,-0.829243282842297,-0.0252561405941816,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.183374025255544,0.00558499569306224,NA,-0.828745506872173,-0.0252409799047362,NA,1.3,1.3,0.3,0.299999999999665,0.545454545454545,"sine",-0.2,2,2,69,1.1,0.845,0.8345,0.057,0.052
"2362",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999655,0.6,"sine",-0.2,0.262364264467491,NA,NA,-0.829243282842297,-0.0252561405941816,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.828745506872173,-0.0252409799047362,NA,1.3,1.3,0.3,0.299999999999665,0.545454545454545,"sine",-0.2,1,2,56,1.1,0.8445,0.831,0.052,0.046
"2363",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999655,0.6,"sine",-0.2,0.262364264467491,0,NA,-0.829243282842297,-0.0252561405941816,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.828745506872173,-0.0252409799047362,NA,1.3,1.3,0.3,0.299999999999665,0.545454545454545,"sine",-0.2,2,2,68,1.1,0.8365,0.8255,0.05,0.044
"2366",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.2999999999923,0.3,0.299999999999655,0.6,"sine",-0.2,0.33421047707525,-0.00523567327010835,NA,-0.829243282842297,-0.0252561405941816,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.334410488575872,-0.00523880660954369,NA,-0.828745506872173,-0.0252409799047362,NA,1.3,1.29999999999237,0.3,0.299999999999665,0.545454545454545,"sine",-0.2,2,2,64,1.1,0.8435,0.8315,0.0445,0.0365
"2369",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999546,0.3,0.300000000000101,0.6,"sine",-0.2,0.177145472838715,0.00539529358899641,NA,-1.87513840014018,0.119720498558679,-0.00386195156640902,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177096283992864,0.0053937954515593,NA,-1.87533434794732,0.119733009085455,-0.00386235513178887,1.3,1.29999999999545,0.3,0.300000000000101,0.545454545454545,"sine",-0.2,2,3,67,1.1,0.854,0.8355,0.0505,0.044
"2370",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000101,0.6,"sine",-0.2,0.416607810764102,-0.0265988338804163,0.000858026899368269,-1.87513840014018,0.119720498558679,-0.00386195156640902,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416647777596901,-0.0266013856116102,0.00085810921327775,-1.87533434794732,0.119733009085455,-0.00386235513178887,1.3,1.3,0.3,0.300000000000101,0.545454545454545,"sine",-0.2,3,3,78,1.1,0.842,0.828,0.0595,0.051
"2371",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000101,0.6,"sine",-0.2,0.262364264467491,NA,NA,-1.87513840014018,0.119720498558679,-0.00386195156640902,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87533434794732,0.119733009085455,-0.00386235513178887,1.3,1.3,0.3,0.300000000000101,0.545454545454545,"sine",-0.2,1,3,56,1.1,0.826,0.8145,0.0525,0.0475
